Symbol,Name,Sector,Industry,ISIN,IPO_Date,Market_Cap_Cr,EBITDA_Cr,Revenue_TTM_Cr,Gross_Profit_TTM_Cr,PE_Ratio,PEG_Ratio,Book_Value,EPS,Revenue_Per_Share,Dividend_Share,Dividend_Yield_%,Profit_Margin_%,Operating_Margin_%,ROE_%,ROA_%,BS_Years,BS_Quarters,IS_Years,CF_Years
ANKITMETAL,Ankit Metal & Power Limited,Basic Materials,Steel,INE106I01010,None,28.79,-232.95,818.0,10.23,0.0,0.0,-73.15,-18.2,0.0,0.0,0.0,-31.39,-51.79,0.0,-13.26,17,50,17,17
ANMOL,Anmol India Limited,Energy,Thermal Coal,INE02AR01019,None,90.15,19.48,1330.69,23.37,10.16,0.0,18.81,1.54,0.0,0.0,0.0,0.65,1.73,6.72,3.0,13,29,13,13
ANSALAPI,Ansal Properties & Infrastructure Limited,Real Estate,Real Estate - Development,INE436A01026,None,72.07,-155.41,767.54,94.49,0.0,0.0,-51.06,-10.1,0.0,0.0,0.0,-20.72,3.5,0.0,-1.78,20,53,20,20
ANTGRAPHIC,Antarctica Limited,Consumer Cyclical,Packaging & Containers,INE414B01021,None,17.05,2.04,29.89,2.27,0.0,0.0,0.98,-0.03,0.0,0.0,0.0,1.99,14.9,-2.01,-0.58,21,52,21,21
ANTHEM,Anthem Biosciences Ltd,Healthcare,Biotechnology,None,None,41609.68,675.88,1850.39,1068.92,91.92,0.0,43.1,8.06,0.0,0.0,0.0,24.39,31.27,20.82,14.12,4,3,4,4
ANUHPHR,Anuh Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4
ANUP,The Anup Engineering Limited,Industrials,Specialty Industrial Machinery,INE294Z01018,None,4973.44,172.87,762.03,-30.51,41.13,0.0,305.57,60.04,0.0,0.0,0.0,15.82,19.3,20.75,10.23,12,30,12,12
ANURAS,Anupam Rasayan India Limited,Basic Materials,Specialty Chemicals,INE930P01018,None,12456.14,468.8,1668.6,922.45,97.6,0.0,259.66,11.21,0.0,0.0,0.0,7.4,19.27,5.32,3.78,9,25,9,9
APARINDS,Apar Industries Limited,Industrials,Electrical Equipment & Parts,INE372A01015,None,34265.58,1637.27,19674.85,4016.78,38.87,0.0,1121.17,219.49,0.0,0.0,0.0,4.48,8.11,19.6,8.66,21,52,21,21
APCL,Anjani Portland Cement Limited,Basic Materials,Building Materials,INE071F01012,None,384.13,-2.25,453.78,177.69,0.0,0.0,72.72,-22.19,0.0,0.0,0.0,-14.37,2.75,-31.65,-4.19,20,53,20,20
APCOTEXIND,Apcotex Industries Limited,Basic Materials,Specialty Chemicals,INE116A01032,None,1923.96,131.39,1431.49,356.43,32.89,0.0,106.7,11.28,0.0,0.0,0.0,4.08,7.28,10.06,5.44,20,53,20,20
APEX,Apex Frozen Foods Limited,Consumer Defensive,Farm Products,INE346W01013,None,703.03,30.17,885.72,250.02,76.52,0.0,158.58,2.94,0.0,0.0,0.0,1.04,4.57,0.78,0.99,13,39,13,13
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,Steel,INE702C01027,None,48205.95,1268.48,20885.01,2904.16,60.04,0.0,151.63,28.92,0.0,0.0,0.0,3.84,6.14,19.38,8.44,19,53,19,19
APLLTD,Alembic Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE901L01018,None,18036.83,1030.39,6821.06,4926.98,29.83,0.0,264.08,30.73,0.0,0.0,0.0,8.84,12.13,11.63,6.42,16,53,16,15
APOLLO,Apollo Micro Systems Limited,Industrials,Aerospace & Defense,INE713T01028,None,11096.25,147.41,604.45,186.58,158.18,0.0,19.8,2.09,0.0,0.0,0.0,11.0,27.28,10.0,6.31,13,35,13,13
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,INE437A01024,None,110714.19,2942.27,22550.5,7627.4,70.27,0.0,571.15,109.57,0.0,0.0,0.0,6.98,10.91,18.85,7.6,21,31,21,21
APOLLOPIPE,Apollo Pipes Limited,Industrials,Building Products & Equipment,INE126J01016,None,1520.47,88.93,1148.14,343.9,55.67,0.0,179.97,6.22,0.0,0.0,0.0,2.47,3.11,4.99,2.85,17,56,17,17
APOLLOTYRE,Apollo Tyres Limited,Consumer Cyclical,Auto Parts,INE438A01022,None,30365.04,3116.29,26349.33,10962.42,36.53,0.0,232.49,13.1,0.0,0.0,0.0,3.16,7.47,7.82,4.78,22,57,22,22
APOLSINHOT,Apollo Sindoori Hotels Limited,Industrials,Specialty Business Services,INE451F01024,None,347.93,31.11,552.37,66.68,34.17,0.0,561.39,39.16,0.0,0.0,0.0,1.84,4.69,5.5,3.9,13,45,13,13
APTECHT,Aptech Limited,Consumer Defensive,Education & Training Services,INE266F01018,None,693.2,30.18,475.82,405.01,33.44,0.0,43.21,3.57,0.0,4.5,3.79,4.36,4.4,7.46,3.2,21,55,21,21
APTUS,Aptus Value Housing Finance India Limited,Financial Services,Mortgage Finance,INE852O01025,None,16176.33,0.0,1307.22,1306.61,19.68,0.0,86.36,15.98,0.0,0.0,0.0,61.1,79.51,18.59,7.42,9,25,9,9
ARCHIDPLY,Archidply Industries Limited,Basic Materials,Lumber & Wood Production,INE877I01016,None,213.37,28.91,590.59,186.54,0.0,0.0,52.01,-2.15,0.0,0.0,0.0,-0.73,3.61,-6.83,1.48,20,56,20,20
ARCHIES,Archies Limited,Consumer Cyclical,Specialty Retail,INE731A01012,None,68.03,2.12,69.07,41.76,0.0,0.0,38.9,-0.04,0.0,0.0,0.0,-0.21,-22.21,-1.28,-1.61,20,53,20,20
ARE&M,Amara Raja Batteries Limited,Industrials,Electrical Equipment & Parts,INE885A01032,None,18425.16,1478.05,12984.35,4131.8,21.43,0.0,403.72,46.97,0.0,0.0,0.0,6.63,6.51,13.32,7.16,21,57,21,21
ARENTERP,Rajdarshan Industries Limited,Basic Materials,Other Industrial Metals & Mining,INE610C01014,None,14.91,-0.47,0.65,0.09,173.74,0.0,70.53,0.27,0.0,0.0,0.0,12.92,37.25,1.08,-0.98,18,57,18,17
ARIES,Aries Agro Limited,Basic Materials,Agricultural Inputs,INE298I01015,None,506.26,73.05,646.84,268.07,13.78,0.0,222.62,28.26,0.0,0.0,0.0,5.69,11.23,12.0,6.61,21,53,21,20
ARIHANTCAP,Arihant Capital Markets Limited,Financial Services,Capital Markets,INE420B01036,None,1226.59,0.0,206.72,104.05,24.47,0.0,36.94,4.71,0.0,0.0,0.0,25.44,33.23,16.61,7.49,20,55,20,20
ARIHANTSUP,Arihant Superstructures Limited,Real Estate,Real Estate - Development,INE643K01018,None,1867.82,130.56,536.11,236.91,28.14,0.0,51.86,15.22,0.0,0.0,0.0,12.79,29.99,15.6,4.58,19,53,19,19
ARKADE,Arkade Developers Ltd,Real Estate,Real Estate - Development,INE0QRL01017,None,3138.67,198.47,717.16,254.01,19.86,0.0,52.07,8.38,0.0,0.0,0.0,21.68,20.27,0.0,0.0,4,3,4,4
ARMANFIN,Arman Financial Services Limited,Financial Services,Credit Services,INE109C01017,None,1638.49,0.0,183.68,183.68,271.04,0.0,833.69,5.75,0.0,0.0,0.0,3.37,-34.62,6.17,2.14,19,57,19,19
AROGRANITE,Aro Granite Industries Limited,Industrials,Building Products & Equipment,INE210C01013,None,58.43,6.52,112.57,51.07,0.0,0.0,116.44,-4.61,0.0,0.0,0.0,-6.33,11.62,-3.4,-0.53,20,55,20,20
ARROWGREEN,Arrow Greentech Limited,Consumer Cyclical,Packaging & Containers,INE570D01018,None,824.38,79.74,218.84,116.92,15.31,0.0,124.74,35.66,0.0,0.0,0.0,24.62,29.9,39.53,30.46,20,43,20,20
ARSHIYA,Arshiya Limited,Industrials,Integrated Freight & Logistics,INE968D01022,None,52.67,25.39,154.41,111.21,0.0,0.0,-120.57,-106.98,0.0,0.0,0.0,0.0,-88.71,-197.43,-2.5,21,51,21,21
ARSSINFRA,ARSS Infrastructure Projects Limited,Industrials,Infrastructure Operations,INE267I01010,None,124.7,-125.06,101.34,9.84,0.0,0.0,-74.59,-54.56,0.0,0.0,0.0,-122.41,-593.86,-1438.38,-0.38,20,54,20,20
ARTEMISMED,Artemis Medicare Services Limited,,,INE025R01021,None,0.0,149.86,968.67,203.64,104.55,0.0,60.88,2.29,0.0,0.0,0.0,9.01,11.86,12.66,5.8,12,30,12,11
ARTNIRMAN,Art Nirman Limited,Real Estate,Real Estate - Development,INE738V01013,None,119.24,2.78,23.39,23.7,59.5,0.0,14.94,0.8,0.0,0.0,0.0,6.47,-10.73,5.49,2.76,14,33,14,14
ARVEE,Arvee Laboratories (India) Limited,Basic Materials,Specialty Chemicals,INE006Z01016,None,184.18,2.35,35.36,17.41,133.7,0.0,27.11,1.25,0.0,0.0,0.0,3.89,0.65,7.11,4.03,13,32,13,13
ARVIND,Arvind Limited,Consumer Cyclical,Textile Manufacturing,INE034A01011,None,7799.77,863.74,8504.53,4257.88,21.18,0.0,144.61,14.03,0.0,0.0,0.0,4.32,5.4,9.81,5.03,22,59,22,22
ARVINDFASN,Arvind Fashions Limited,Consumer Cyclical,Apparel Manufacturing,INE955V01021,None,7076.33,665.85,4772.31,2561.27,0.0,0.0,71.82,-1.69,0.0,0.0,0.0,-0.51,5.86,2.92,5.84,11,32,11,11
ARVSMART,Arvind SmartSpaces Limited,Real Estate,Real Estate - Development,INE034S01021,None,2781.66,178.81,740.6,406.39,23.49,0.0,131.24,25.76,0.0,0.0,0.0,16.04,19.55,16.62,4.28,15,45,15,15
ASAHIINDIA,Asahi India Glass Limited,Consumer Cyclical,Auto Parts,INE439A01020,None,22242.37,766.81,4690.56,2326.93,60.54,0.0,109.75,14.41,0.0,0.0,0.0,7.45,10.12,14.77,5.85,21,55,21,21
ASAHISONG,Asahi Songwon Colors Limited,Basic Materials,Specialty Chemicals,INE228I01012,None,341.71,53.52,577.96,147.91,19.26,0.0,216.23,15.05,0.0,0.0,0.0,3.07,3.94,6.15,4.01,21,53,21,21
ASAL,Automotive Stampings and Assemblies Limited,Consumer Cyclical,Auto Parts,INE900C01027,None,946.06,41.32,756.41,197.49,61.71,0.0,5.5,9.64,0.0,0.0,0.0,2.03,3.26,24.58,6.19,20,61,20,20
ASALCBR,Associated Alcohols & Breweries Ltd.,Consumer Defensive,Beverages - Wineries & Distilleries,INE073G01016,None,1910.35,135.12,1090.81,351.86,22.01,0.0,287.76,45.74,0.0,0.0,0.0,8.01,11.82,17.27,10.35,21,54,21,21
ASHAPURMIN,Ashapura Minechem Limited,Basic Materials,Other Industrial Metals & Mining,INE348A01023,None,6007.16,450.32,3380.34,2595.38,17.26,0.0,130.39,36.44,0.0,0.0,0.0,10.24,11.09,27.02,5.04,21,54,21,21
ASHIANA,Ashiana Housing Limited,Real Estate,Real Estate - Development,INE365D01021,None,3007.2,37.17,698.58,191.62,80.72,0.0,80.04,3.7,0.0,0.0,0.0,5.21,2.93,4.71,0.11,20,55,20,20
ASHIMASYN,Ashima Limited,Consumer Cyclical,Textile Manufacturing,INE440A01010,None,430.09,-0.44,5.42,6.49,0.0,0.0,15.58,-0.29,0.0,0.0,0.0,0.0,0.0,-0.08,0.56,20,56,20,20
ASHOKA,Ashoka Buildcon Limited,Industrials,Engineering & Construction,INE442H01029,None,5250.65,2957.43,9458.3,3674.7,2.98,0.0,139.5,62.73,0.0,0.0,0.0,18.62,29.71,52.66,8.24,20,49,20,20
ASHOKAMET,Ashoka Metcast Limited,Basic Materials,Steel,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,31,13,13
ASHOKLEY,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,INE208A01029,None,82200.05,10255.92,49546.88,19666.54,26.09,0.0,20.83,5.36,0.0,0.0,0.0,6.48,18.95,24.46,7.34,21,41,21,21
ASIANENE,Asian Energy Services Limited,Energy,Oil & Gas Equipment & Services,INE276G01015,None,1480.59,71.48,520.21,130.41,30.95,0.0,89.23,10.53,0.0,0.0,0.0,8.77,5.87,12.46,6.19,20,55,20,20
ASIANHOTNR,Asian Hotels (North) Limited,Consumer Cyclical,Lodging,INE363A01022,None,654.02,87.95,326.35,209.5,3.29,0.0,134.86,102.28,0.0,0.0,0.0,60.97,14.68,111.05,2.48,22,40,22,22
ASIANPAINT,Asian Paints Limited,Basic Materials,Specialty Chemicals,INE021A01026,None,225530.82,5495.47,33840.65,14163.22,62.84,0.0,202.25,37.44,0.0,0.0,0.0,10.63,14.84,18.79,10.32,22,58,22,22
ASIANTILES,Asian Granito India Limited,Industrials,Building Products & Equipment,INE022I01019,None,1340.68,79.36,1586.98,406.63,23.79,0.0,93.02,2.43,0.0,0.0,0.0,2.32,2.9,1.55,0.67,21,49,21,21
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,Auto Parts,INE491J01022,None,9920.29,442.58,3629.92,1215.26,38.42,0.0,52.91,13.05,0.0,0.0,0.0,7.08,10.45,26.63,12.34,6,13,6,6
ASPINWALL,Aspinwall and Company Limited,Consumer Defensive,Farm Products,INE991I01015,None,206.91,11.42,342.98,134.26,27.26,0.0,246.38,9.71,0.0,0.0,0.0,2.21,-3.44,7.73,2.83,21,40,21,18
ASTEC,Astec LifeSciences Limited,Basic Materials,Agricultural Inputs,INE563J01010,None,1765.26,-32.1,403.01,115.14,0.0,0.0,119.7,-64.78,0.0,0.0,0.0,-31.78,-24.68,-44.57,-7.4,18,55,18,18
ASTERDM,Aster DM Healthcare Limited,Healthcare,Medical Care Facilities,INE914M01019,None,34745.64,831.37,4214.46,2461.47,104.19,0.0,68.98,6.35,0.0,0.0,0.0,7.55,13.37,7.76,2.62,15,33,15,15
ASTRAL,Astral Limited,Industrials,Building Products & Equipment,INE006I01046,None,38130.01,882.9,5810.0,2258.5,78.9,0.0,134.64,17.99,0.0,0.0,0.0,8.34,8.3,14.91,9.19,24,51,24,24
ASTRAMICRO,Astra Microwave Products Limited,Technology,Communication Equipment,INE386C01029,None,10591.59,287.8,1095.73,499.24,65.08,0.0,115.7,17.14,0.0,0.0,0.0,14.84,15.83,14.87,8.8,21,44,21,21
ASTRAZEN,AstraZeneca Pharma India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE203A01020,None,23452.5,284.3,1855.08,821.32,127.75,0.0,308.14,73.43,0.0,0.0,0.0,9.88,12.26,15.62,10.34,21,55,21,21
ASTRON,Astron Paper & Board Mill Limited,Basic Materials,Paper & Paper Products,INE646X01014,None,55.99,-24.83,39.08,-6.51,0.0,0.0,19.75,-11.28,0.0,0.0,0.0,-134.25,-162.79,-47.38,-10.01,13,35,13,13
ATALREAL,Atal Realtech Limited,Industrials,Engineering & Construction,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25,9,9
ATAM,ATAM VALVES ORD (BSE),Industrials,Specialty Industrial Machinery,INE09KD01013,None,102.89,10.55,61.39,25.7,15.48,0.0,31.84,5.77,0.0,0.0,0.0,10.76,15.57,0.0,0.0,9,22,9,9
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,INE399L01023,None,69167.05,1118.64,5232.95,1653.81,395.53,0.0,38.25,1.59,0.0,0.0,0.0,12.38,17.23,16.81,8.19,11,31,11,11
ATHERENERG,Ather Energy Limited,Consumer Cyclical,Auto Manufacturers,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,3
ATL,Allcargo Terminals Ltd,Industrials,Integrated Freight & Logistics,INE0NN701020,None,949.93,153.92,759.13,196.08,30.46,0.0,10.42,1.22,0.0,0.0,0.0,3.99,12.1,11.45,5.2,6,13,6,6
ATLANTAA,Atlantaa Limited,Industrials,Infrastructure Operations,INE285H01022,None,526.9,34.65,67.23,50.78,19.13,0.0,25.7,3.38,0.0,0.0,0.0,41.01,-22.79,22.92,-1.18,5,5,5,7
ATLASCYCLE,Atlas Cycles (Haryana) Limited,Consumer Cyclical,Leisure,INE446A01025,None,76.06,0.68,16.73,6.87,9.07,0.0,595.88,12.89,0.0,0.0,0.0,50.12,-87.67,2.49,-0.26,20,63,20,20
ATUL,Atul Limited,Basic Materials,Specialty Chemicals,INE100A01010,None,17956.53,941.92,5739.3,2033.74,35.97,0.0,1901.57,169.57,0.0,0.0,0.0,8.71,10.38,9.22,5.53,24,66,24,24
ATULAUTO,Atul Auto Limited,Consumer Cyclical,Auto Manufacturers,INE951D01028,None,1337.46,55.15,740.27,183.53,57.62,0.0,130.75,8.36,0.0,0.0,0.0,3.14,3.57,4.19,3.21,20,52,20,20
AUBANK,AU Small Finance Bank Limited,Financial Services,Banks - Regional,INE949L01017,None,56955.13,0.0,8920.24,8920.24,26.08,0.0,230.56,29.3,0.0,1.0,0.13,24.49,33.55,14.7,1.58,13,37,13,13
AURIONPRO,Aurionpro Solutions Limited,Technology,Software - Infrastructure,INE132H01018,None,6099.99,259.02,1248.17,348.95,31.09,0.0,279.89,35.53,0.0,0.0,0.0,15.55,17.36,15.36,8.06,21,55,21,21
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE406A01037,None,63313.18,6656.97,32024.85,18832.07,18.69,0.0,562.37,58.33,0.0,0.0,0.0,10.59,15.22,11.15,6.53,22,55,22,22
AURUM,Aurum PropTech Limited,Real Estate,Real Estate Services,INE898S01029,None,1219.51,63.26,267.35,188.36,0.0,0.0,50.68,-5.11,0.0,0.0,0.0,-12.25,-16.42,-17.45,-3.45,12,41,12,12
AUSOMENT,Ausom Enterprise Limited,Financial Services,Capital Markets,INE218C01016,None,134.64,21.13,2002.85,23.21,4.82,0.0,104.97,20.49,0.0,0.0,0.0,1.39,3.01,14.6,5.28,19,55,19,19
AUTOAXLES,Automotive Axles Limited,Consumer Cyclical,Auto Parts,INE449A01011,None,2638.7,214.34,2074.45,585.67,16.78,0.0,649.76,104.08,0.0,0.0,0.0,7.58,8.04,16.74,9.01,22,57,22,22
AUTOIND,Autoline Industries Limited,Consumer Cyclical,Auto Parts,INE718H01014,None,331.63,66.16,659.4,223.5,22.51,0.0,35.45,3.24,0.0,0.0,0.0,1.97,5.5,10.28,4.75,20,53,20,20
AVADHSUGAR,Avadh Sugar & Energy Limited,Consumer Defensive,Confectioners,INE349W01017,None,859.28,246.59,2644.21,510.76,12.1,0.0,550.05,35.38,0.0,0.0,0.0,2.68,1.85,8.26,4.75,10,38,10,10
AVALON,AVALON TECHNOLOGIES LTD,Technology,Electronic Components,INE0LCL01028,None,8156.45,142.45,1221.96,441.23,102.74,0.0,92.44,11.9,0.0,0.0,0.0,6.54,6.63,10.95,5.48,6,14,6,6
AVANTEL,Avantel Limited,Technology,Communication Equipment,None,None,3742.32,92.5,249.13,185.2,58.12,0.0,9.75,2.43,0.0,0.0,0.0,22.66,17.6,28.13,19.94,4,3,4,4
AVANTIFEED,Avanti Feeds Limited,Consumer Defensive,Packaged Foods,INE871C01038,None,8785.12,683.71,5715.36,1437.46,15.18,0.0,205.58,42.49,0.0,0.0,0.0,10.13,12.32,19.0,10.58,20,47,20,20
AVG,AVG Logistics Limited,Industrials,Integrated Freight & Logistics,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,31,13,13
AVL,ADITYA VISION LTD,Consumer Cyclical,Specialty Retail,INE679V01027,None,7135.5,182.94,2311.23,363.95,66.27,0.0,45.36,8.32,0.0,0.0,0.0,4.66,8.56,0.0,0.0,4,4,4,4
AVONMORE,Avonmore Capital & Management Services Limited,Financial Services,Capital Markets,INE323B01024,None,536.43,0.0,178.28,105.32,17.6,0.0,15.38,1.08,0.0,0.0,0.0,15.13,10.89,8.57,6.84,20,56,20,18
AVROIND,AVRO INDIA LIMITED,Consumer Cyclical,"Furnishings, Fixtures & Appliances",INE652Z01017,None,194.93,10.78,83.28,27.38,51.38,0.0,62.72,2.85,0.0,0.0,0.0,4.13,8.49,5.34,4.2,13,30,13,13
AVTNPL,AVT Natural Products Limited,Basic Materials,Specialty Chemicals,INE488D01021,None,1080.88,81.4,584.97,311.43,19.73,0.0,33.25,3.58,0.0,0.0,0.0,9.3,9.78,9.88,5.6,20,46,20,20
AWFIS,Awfis Space Solutions Ltd,Industrials,Rental & Leasing Services,INE108V01019,None,4268.02,474.93,1284.5,1031.76,56.09,0.0,64.6,10.64,0.0,0.0,0.0,5.84,11.35,19.1,4.05,4,3,4,4
AWHCL,Antony Waste Handling Cell Limited,Industrials,Waste Management,INE01BK01022,None,1553.35,201.26,953.97,639.36,17.58,0.0,232.36,30.2,0.0,0.0,0.0,8.98,13.93,13.09,5.02,10,24,10,10
AWL,Adani Wilmar Limited,Consumer Defensive,Packaged Foods,INE699H01024,None,34279.02,2172.73,66577.04,7278.47,29.7,0.0,72.75,8.88,0.0,0.0,0.0,1.73,1.54,13.82,6.23,8,26,8,8
AXISBANK,Axis Bank Limited,Financial Services,Banks - Regional,INE238A01034,None,376224.11,0.0,76936.5,76936.5,13.26,0.0,625.66,89.48,0.0,0.0,0.0,36.22,45.12,15.56,1.77,22,42,22,22
AXISCADES,AXISCADES Technologies Limited,Industrials,Engineering & Construction,INE555B01013,None,7151.51,151.58,1050.92,309.51,92.26,0.0,152.79,18.24,0.0,0.0,0.0,7.48,10.14,12.07,5.67,20,53,20,20
AXITA,Axita Cotton Limited,Consumer Cyclical,Textile Manufacturing,INE02EZ01022,None,298.74,-4.59,654.48,8.2,0.0,0.0,1.58,-0.06,0.0,0.0,0.0,-0.04,-0.44,1.24,0.0,12,29,12,12
AYMSYNTEX,AYM Syntex Limited,Consumer Cyclical,Textile Manufacturing,INE193B01039,None,1102.26,106.23,1468.29,684.82,177.38,0.0,105.81,1.06,0.0,0.0,0.0,0.4,-0.02,2.32,3.41,20,56,20,20
AZAD,Azad Engineering Limited,Industrials,Specialty Industrial Machinery,INE02IJ01035,None,11232.35,175.61,496.04,430.9,102.21,0.0,228.93,16.31,0.0,0.0,0.0,20.14,28.51,8.49,6.2,5,11,5,5
BAFNAPH,Bafna Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE878I01022,None,404.52,15.08,147.19,46.81,48.34,0.0,35.58,3.5,0.0,0.0,0.0,5.62,10.68,5.02,2.61,21,43,21,21
BAGFILMS,B.A.G Films and Media Limited,Communication Services,Broadcasting,INE116D01028,None,139.53,23.88,138.95,138.12,25.18,0.0,14.4,0.28,0.0,0.0,0.0,4.78,15.29,4.69,2.67,20,53,20,20
BAIDFIN,Baid Finserv Limited,Financial Services,Credit Services,INE020D01022,None,129.8,0.0,54.71,37.75,9.03,0.0,14.76,1.19,0.0,0.0,0.0,26.22,35.1,7.78,3.06,18,57,18,16
BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,INE917I01010,None,248651.97,12536.56,53235.83,17381.97,32.78,0.0,1260.08,271.67,0.0,0.0,0.0,14.26,23.34,22.84,15.42,22,41,22,22
BAJAJCON,Bajaj Consumer Care Limited,Consumer Defensive,Household & Personal Products,INE933K01021,None,3168.93,126.42,985.58,538.18,26.32,0.0,54.57,9.19,0.0,0.0,0.0,12.79,14.27,15.87,7.8,19,40,19,18
BAJAJELEC,Bajaj Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",INE193E01025,None,6209.11,210.45,4745.31,1464.84,58.26,0.0,149.56,9.22,0.0,0.0,0.0,2.24,-0.36,8.43,2.77,21,53,21,21
BAJAJFINSV,Bajaj Finserv Limited,Financial Services,Financial Conglomerates,INE918I01026,None,324516.97,51006.02,135608.28,68376.79,34.47,0.0,453.6,58.96,0.0,1.0,0.05,7.02,40.11,16.09,5.05,19,55,18,18
BAJAJHCARE,Bajaj Healthcare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE411U01027,None,1540.47,82.69,559.19,257.74,31.86,0.0,147.63,15.08,0.0,0.0,0.0,7.9,12.68,11.53,4.26,15,41,15,15
BAJAJHFL,Bajaj Housing Finance,Financial Services,Mortgage Finance,INE377Y01014,None,92560.49,9101.68,3476.7,3447.49,40.6,0.0,23.95,2.72,0.0,0.0,0.0,65.11,78.58,13.89,0.0,9,28,9,9
BAJAJHIND,Bajaj Hindusthan Sugar Limited,Consumer Defensive,Confectioners,INE306A01021,None,2724.17,234.21,5437.5,1131.71,0.0,0.0,33.92,-1.07,0.0,0.0,0.0,-2.41,-6.44,-0.35,0.3,21,43,21,20
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,INE118A01012,None,134542.72,749.7,935.82,926.3,16.03,0.0,5632.63,754.15,0.0,28.0,0.24,897.26,85.54,9.77,0.48,21,58,21,18
BAJAJINDEF,BAJAJINDEF,Industrials,Farm & Heavy Construction Machinery,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,2,3
BAJEL,BAJEL PROJECTS LTD,Utilities,Utilities - Regulated Electric,INE0KQN01018,None,2367.8,63.83,2693.85,391.3,180.68,0.0,57.63,1.11,0.0,0.0,0.0,0.48,1.97,2.51,1.72,3,13,3,3
BAJFINANCE,Bajaj Finance Limited,Financial Services,Credit Services,INE296A01024,None,631520.36,0.0,38775.58,35964.67,36.24,0.0,155.75,28.05,0.0,4.4,0.44,44.94,60.7,20.08,3.99,21,47,21,21
BALAJITELE,Balaji Telefilms Limited,Communication Services,Entertainment,INE794B01026,None,1456.95,-18.33,376.75,58.59,15.31,0.0,59.74,7.96,0.0,0.0,0.0,21.77,-15.91,15.57,-1.76,21,53,21,21
BALAMINES,Balaji Amines Limited,Basic Materials,Specialty Chemicals,INE050E01027,None,4501.47,222.04,1370.68,584.98,29.53,0.0,569.45,47.05,0.0,0.0,0.0,11.11,11.36,8.11,5.3,20,42,20,20
BALAXI,BALAXI PHARMACEUTICALS LIMITED,Healthcare,Biotechnology,INE618N01022,None,238.99,46.73,241.29,112.61,12.66,0.0,41.98,3.42,0.0,0.0,0.0,-0.99,21.39,-1.24,11.2,13,43,13,13
BALKRISHNA,Balkrishna Paper Mills Limited,Consumer Cyclical,Packaging & Containers,INE875R01011,None,77.23,-1.15,3.44,0.23,0.0,0.0,-52.4,-1.89,0.0,0.0,0.0,8.26,-14.6,0.0,-1.71,11,42,11,11
BALKRISIND,Balkrishna Industries Limited,Consumer Cyclical,Auto Parts,INE787D01026,None,44068.59,2282.77,10492.47,5284.83,30.35,0.0,537.34,75.1,0.0,16.0,0.7,13.85,11.52,17.2,7.58,21,36,21,20
BALLARPUR,Ballarpur Industries Limited,Basic Materials,Paper & Paper Products,INE294A01037,None,274.86,551.19,3274.5,1696.78,0.0,0.0,-18.1,-999.86,0.0,0.0,0.0,-57.72,14.68,0.0,1.87,23,46,23,23
BALMLAWRIE,Balmer Lawrie & Company Limited,Industrials,Conglomerates,INE164A01016,None,3544.57,342.55,2558.13,885.31,13.07,0.0,115.0,15.86,0.0,0.0,0.0,10.6,10.09,13.51,5.46,21,43,21,21
BALPHARMA,Bal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE083D01012,None,132.02,29.84,294.6,142.23,18.39,0.0,39.09,4.51,0.0,0.0,0.0,2.43,5.37,9.87,3.78,20,56,20,20
BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Defensive,Confectioners,INE119A01028,None,9720.57,672.26,5536.05,1408.61,23.32,0.0,187.99,20.64,0.0,0.0,0.0,7.56,5.87,12.14,5.03,21,43,21,21
